timestamp,wind_cf,solar_cf
01/01/2024 00:00,0.51,0.0
01/01/2024 01:00,0.57,0.0
01/01/2024 02:00,0.33,0.0
01/01/2024 03:00,0.45,0.0
01/01/2024 04:00,0.59,0.0
01/01/2024 05:00,0.4,0.0
01/01/2024 06:00,0.52,0.0
01/01/2024 07:00,0.41,0.26
01/01/2024 08:00,0.3,0.5
01/01/2024 09:00,0.42,0.71
01/01/2024 10:00,0.42,0.87
01/01/2024 11:00,0.35,0.97
01/01/2024 12:00,0.4,1.0
01/01/2024 13:00,0.34,0.97
01/01/2024 14:00,0.44,0.87
01/01/2024 15:00,0.59,0.71
01/01/2024 16:00,0.6,0.5
01/01/2024 17:00,0.41,0.26
01/01/2024 18:00,0.59,0.0
01/01/2024 19:00,0.31,0.0
01/01/2024 20:00,0.46,0.0
01/01/2024 21:00,0.45,0.0
01/01/2024 22:00,0.39,0.0
01/01/2024 23:00,0.41,0.0
01/02/2024 00:00,0.54,0.0
01/02/2024 01:00,0.48,0.0
01/02/2024 02:00,0.36,0.0
01/02/2024 03:00,0.44,0.0
01/02/2024 04:00,0.5,0.0
01/02/2024 05:00,0.65,0.0
01/02/2024 06:00,0.41,0.0
01/02/2024 07:00,0.34,0.26
01/02/2024 08:00,0.45,0.5
01/02/2024 09:00,0.48,0.71
01/02/2024 10:00,0.4,0.87
01/02/2024 11:00,0.5,0.97
01/02/2024 12:00,0.43,1.0
01/02/2024 13:00,0.44,0.97
01/02/2024 14:00,0.54,0.87
01/02/2024 15:00,0.49,0.71
01/02/2024 16:00,0.61,0.5
01/02/2024 17:00,0.32,0.26
01/02/2024 18:00,0.47,0.0
01/02/2024 19:00,0.48,0.0
01/02/2024 20:00,0.34,0.0
01/02/2024 21:00,0.45,0.0
01/02/2024 22:00,0.28,0.0
01/02/2024 23:00,0.59,0.0
01/03/2024 00:00,0.38,0.0
01/03/2024 01:00,0.46,0.0
01/03/2024 02:00,0.46,0.0
01/03/2024 03:00,0.56,0.0
01/03/2024 04:00,0.46,0.0
01/03/2024 05:00,0.4,0.0
01/03/2024 06:00,0.33,0.0
01/03/2024 07:00,0.46,0.26
01/03/2024 08:00,0.35,0.5
01/03/2024 09:00,0.57,0.71
01/03/2024 10:00,0.55,0.87
01/03/2024 11:00,0.62,0.97
01/03/2024 12:00,0.43,1.0
01/03/2024 13:00,0.49,0.97
01/03/2024 14:00,0.37,0.87
01/03/2024 15:00,0.48,0.71
01/03/2024 16:00,0.42,0.5
01/03/2024 17:00,0.38,0.26
01/03/2024 18:00,0.64,0.0
01/03/2024 19:00,0.35,0.0
01/03/2024 20:00,0.54,0.0
01/03/2024 21:00,0.62,0.0
01/03/2024 22:00,0.49,0.0
01/03/2024 23:00,0.22,0.0
01/04/2024 00:00,0.44,0.0
01/04/2024 01:00,0.62,0.0
01/04/2024 02:00,0.3,0.0
01/04/2024 03:00,0.54,0.0
01/04/2024 04:00,0.48,0.0
01/04/2024 05:00,0.47,0.0
01/04/2024 06:00,0.52,0.0
01/04/2024 07:00,0.55,0.26
01/04/2024 08:00,0.59,0.5
01/04/2024 09:00,0.24,0.71
01/04/2024 10:00,0.51,0.87
01/04/2024 11:00,0.65,0.97
01/04/2024 12:00,0.66,1.0
01/04/2024 13:00,0.59,0.97
01/04/2024 14:00,0.42,0.87
01/04/2024 15:00,0.45,0.71
01/04/2024 16:00,0.53,0.5
01/04/2024 17:00,0.42,0.26
01/04/2024 18:00,0.46,0.0
01/04/2024 19:00,0.47,0.0
01/04/2024 20:00,0.53,0.0
01/04/2024 21:00,0.33,0.0
01/04/2024 22:00,0.4,0.0
01/04/2024 23:00,0.33,0.0
01/05/2024 00:00,0.56,0.0
01/05/2024 01:00,0.53,0.0
01/05/2024 02:00,0.5,0.0
01/05/2024 03:00,0.58,0.0
01/05/2024 04:00,0.23,0.0
01/05/2024 05:00,0.52,0.0
01/05/2024 06:00,0.37,0.0
01/05/2024 07:00,0.48,0.26
01/05/2024 08:00,0.44,0.5
01/05/2024 09:00,0.47,0.71
01/05/2024 10:00,0.48,0.87
01/05/2024 11:00,0.56,0.97
01/05/2024 12:00,0.65,1.0
01/05/2024 13:00,0.5,0.97
01/05/2024 14:00,0.48,0.87
01/05/2024 15:00,0.5,0.71
01/05/2024 16:00,0.7,0.5
01/05/2024 17:00,0.53,0.26
01/05/2024 18:00,0.4,0.0
01/05/2024 19:00,0.34,0.0
01/05/2024 20:00,0.51,0.0
01/05/2024 21:00,0.45,0.0
01/05/2024 22:00,0.27,0.0
01/05/2024 23:00,0.52,0.0
01/06/2024 00:00,0.45,0.0
01/06/2024 01:00,0.37,0.0
01/06/2024 02:00,0.5,0.0
01/06/2024 03:00,0.43,0.0
01/06/2024 04:00,0.49,0.0
01/06/2024 05:00,0.27,0.0
01/06/2024 06:00,0.4,0.0
01/06/2024 07:00,0.37,0.26
01/06/2024 08:00,0.51,0.5
01/06/2024 09:00,0.41,0.71
01/06/2024 10:00,0.45,0.87
01/06/2024 11:00,0.47,0.97
01/06/2024 12:00,0.62,1.0
01/06/2024 13:00,0.67,0.97
01/06/2024 14:00,0.27,0.87
01/06/2024 15:00,0.43,0.71
01/06/2024 16:00,0.38,0.5
01/06/2024 17:00,0.57,0.26
01/06/2024 18:00,0.4,0.0
01/06/2024 19:00,0.42,0.0
01/06/2024 20:00,0.36,0.0
01/06/2024 21:00,0.57,0.0
01/06/2024 22:00,0.44,0.0
01/06/2024 23:00,0.48,0.0
01/07/2024 00:00,0.49,0.0
01/07/2024 01:00,0.36,0.0
01/07/2024 02:00,0.49,0.0
01/07/2024 03:00,0.42,0.0
01/07/2024 04:00,0.44,0.0
01/07/2024 05:00,0.5,0.0
01/07/2024 06:00,0.48,0.0
01/07/2024 07:00,0.33,0.26
01/07/2024 08:00,0.5,0.5
01/07/2024 09:00,0.4,0.71
01/07/2024 10:00,0.3,0.87
01/07/2024 11:00,0.49,0.97
01/07/2024 12:00,0.41,1.0
01/07/2024 13:00,0.47,0.97
01/07/2024 14:00,0.48,0.87
01/07/2024 15:00,0.45,0.71
01/07/2024 16:00,0.49,0.5
01/07/2024 17:00,0.46,0.26
01/07/2024 18:00,0.3,0.0
01/07/2024 19:00,0.47,0.0
01/07/2024 20:00,0.36,0.0
01/07/2024 21:00,0.42,0.0
01/07/2024 22:00,0.49,0.0
01/07/2024 23:00,0.54,0.0
01/08/2024 00:00,0.36,0.0
01/08/2024 01:00,0.34,0.0
01/08/2024 02:00,0.48,0.0
01/08/2024 03:00,0.24,0.0
01/08/2024 04:00,0.47,0.0
01/08/2024 05:00,0.56,0.0
01/08/2024 06:00,0.35,0.0
01/08/2024 07:00,0.4,0.26
01/08/2024 08:00,0.68,0.5
01/08/2024 09:00,0.4,0.71
01/08/2024 10:00,0.46,0.87
01/08/2024 11:00,0.38,0.97
01/08/2024 12:00,0.53,1.0
01/08/2024 13:00,0.43,0.97
01/08/2024 14:00,0.38,0.87
01/08/2024 15:00,0.37,0.71
01/08/2024 16:00,0.27,0.5
01/08/2024 17:00,0.58,0.26
01/08/2024 18:00,0.56,0.0
01/08/2024 19:00,0.28,0.0
01/08/2024 20:00,0.58,0.0
01/08/2024 21:00,0.58,0.0
01/08/2024 22:00,0.49,0.0
01/08/2024 23:00,0.47,0.0
01/09/2024 00:00,0.4,0.0
01/09/2024 01:00,0.33,0.0
01/09/2024 02:00,0.48,0.0
01/09/2024 03:00,0.52,0.0
01/09/2024 04:00,0.38,0.0
01/09/2024 05:00,0.34,0.0
01/09/2024 06:00,0.52,0.0
01/09/2024 07:00,0.58,0.26
01/09/2024 08:00,0.17,0.5
01/09/2024 09:00,0.59,0.71
01/09/2024 10:00,0.5,0.87
01/09/2024 11:00,0.58,0.97
01/09/2024 12:00,0.31,1.0
01/09/2024 13:00,0.5,0.97
01/09/2024 14:00,0.34,0.87
01/09/2024 15:00,0.2,0.71
01/09/2024 16:00,0.38,0.5
01/09/2024 17:00,0.41,0.26
01/09/2024 18:00,0.31,0.0
01/09/2024 19:00,0.63,0.0
01/09/2024 20:00,0.52,0.0
01/09/2024 21:00,0.35,0.0
01/09/2024 22:00,0.41,0.0
01/09/2024 23:00,0.51,0.0
01/10/2024 00:00,0.59,0.0
01/10/2024 01:00,0.5,0.0
01/10/2024 02:00,0.45,0.0
01/10/2024 03:00,0.2,0.0
01/10/2024 04:00,0.48,0.0
01/10/2024 05:00,0.47,0.0
01/10/2024 06:00,0.49,0.0
01/10/2024 07:00,0.38,0.26
01/10/2024 08:00,0.47,0.5
01/10/2024 09:00,0.3,0.71
01/10/2024 10:00,0.56,0.87
01/10/2024 11:00,0.49,0.97
01/10/2024 12:00,0.46,1.0
01/10/2024 13:00,0.48,0.97
01/10/2024 14:00,0.34,0.87
01/10/2024 15:00,0.53,0.71
01/10/2024 16:00,0.5,0.5
01/10/2024 17:00,0.54,0.26
01/10/2024 18:00,0.41,0.0
01/10/2024 19:00,0.5,0.0
01/10/2024 20:00,0.44,0.0
01/10/2024 21:00,0.48,0.0
01/10/2024 22:00,0.24,0.0
01/10/2024 23:00,0.53,0.0
01/11/2024 00:00,0.49,0.0
01/11/2024 01:00,0.62,0.0
01/11/2024 02:00,0.45,0.0
01/11/2024 03:00,0.45,0.0
01/11/2024 04:00,0.43,0.0
01/11/2024 05:00,0.44,0.0
01/11/2024 06:00,0.54,0.0
01/11/2024 07:00,0.63,0.26
01/11/2024 08:00,0.52,0.5
01/11/2024 09:00,0.53,0.71
01/11/2024 10:00,0.34,0.87
01/11/2024 11:00,0.26,0.97
01/11/2024 12:00,0.43,1.0
01/11/2024 13:00,0.39,0.97
01/11/2024 14:00,0.5,0.87
01/11/2024 15:00,0.46,0.71
01/11/2024 16:00,0.33,0.5
01/11/2024 17:00,0.33,0.26
01/11/2024 18:00,0.43,0.0
01/11/2024 19:00,0.49,0.0
01/11/2024 20:00,0.55,0.0
01/11/2024 21:00,0.47,0.0
01/11/2024 22:00,0.53,0.0
01/11/2024 23:00,0.47,0.0
01/12/2024 00:00,0.64,0.0
01/12/2024 01:00,0.4,0.0
01/12/2024 02:00,0.48,0.0
01/12/2024 03:00,0.25,0.0
01/12/2024 04:00,0.48,0.0
01/12/2024 05:00,0.47,0.0
01/12/2024 06:00,0.45,0.0
01/12/2024 07:00,0.39,0.26
01/12/2024 08:00,0.58,0.5
01/12/2024 09:00,0.35,0.71
01/12/2024 10:00,0.45,0.87
01/12/2024 11:00,0.62,0.97
01/12/2024 12:00,0.6,1.0
01/12/2024 13:00,0.38,0.97
01/12/2024 14:00,0.5,0.87
01/12/2024 15:00,0.34,0.71
01/12/2024 16:00,0.7,0.5
01/12/2024 17:00,0.38,0.26
01/12/2024 18:00,0.45,0.0
01/12/2024 19:00,0.5,0.0
01/12/2024 20:00,0.53,0.0
01/12/2024 21:00,0.44,0.0
01/12/2024 22:00,0.38,0.0
01/12/2024 23:00,0.54,0.0
01/13/2024 00:00,0.49,0.0
01/13/2024 01:00,0.37,0.0
01/13/2024 02:00,0.29,0.0
01/13/2024 03:00,0.3,0.0
01/13/2024 04:00,0.53,0.0
01/13/2024 05:00,0.5,0.0
01/13/2024 06:00,0.45,0.0
01/13/2024 07:00,0.45,0.26
01/13/2024 08:00,0.46,0.5
01/13/2024 09:00,0.46,0.71
01/13/2024 10:00,0.38,0.87
01/13/2024 11:00,0.42,0.97
01/13/2024 12:00,0.6,1.0
01/13/2024 13:00,0.43,0.97
01/13/2024 14:00,0.55,0.87
01/13/2024 15:00,0.51,0.71
01/13/2024 16:00,0.51,0.5
01/13/2024 17:00,0.44,0.26
01/13/2024 18:00,0.35,0.0
01/13/2024 19:00,0.38,0.0
01/13/2024 20:00,0.59,0.0
01/13/2024 21:00,0.61,0.0
01/13/2024 22:00,0.55,0.0
01/13/2024 23:00,0.45,0.0
01/14/2024 00:00,0.52,0.0
01/14/2024 01:00,0.5,0.0
01/14/2024 02:00,0.45,0.0
01/14/2024 03:00,0.47,0.0
01/14/2024 04:00,0.56,0.0
01/14/2024 05:00,0.38,0.0
01/14/2024 06:00,0.48,0.0
01/14/2024 07:00,0.5,0.26
01/14/2024 08:00,0.52,0.5
01/14/2024 09:00,0.4,0.71
01/14/2024 10:00,0.46,0.87
01/14/2024 11:00,0.37,0.97
01/14/2024 12:00,0.35,1.0
01/14/2024 13:00,0.3,0.97
01/14/2024 14:00,0.47,0.87
01/14/2024 15:00,0.56,0.71
01/14/2024 16:00,0.46,0.5
01/14/2024 17:00,0.29,0.26
01/14/2024 18:00,0.38,0.0
01/14/2024 19:00,0.49,0.0
01/14/2024 20:00,0.52,0.0
01/14/2024 21:00,0.46,0.0
01/14/2024 22:00,0.36,0.0
01/14/2024 23:00,0.5,0.0
01/15/2024 00:00,0.29,0.0
01/15/2024 01:00,0.45,0.0
01/15/2024 02:00,0.44,0.0
01/15/2024 03:00,0.53,0.0
01/15/2024 04:00,0.44,0.0
01/15/2024 05:00,0.5,0.0
01/15/2024 06:00,0.37,0.0
01/15/2024 07:00,0.36,0.26
01/15/2024 08:00,0.56,0.5
01/15/2024 09:00,0.55,0.71
01/15/2024 10:00,0.53,0.87
01/15/2024 11:00,0.46,0.97
01/15/2024 12:00,0.45,1.0
01/15/2024 13:00,0.52,0.97
01/15/2024 14:00,0.53,0.87
01/15/2024 15:00,0.39,0.71
01/15/2024 16:00,0.39,0.5
01/15/2024 17:00,0.49,0.26
01/15/2024 18:00,0.62,0.0
01/15/2024 19:00,0.33,0.0
01/15/2024 20:00,0.42,0.0
01/15/2024 21:00,0.39,0.0
01/15/2024 22:00,0.62,0.0
01/15/2024 23:00,0.48,0.0
01/16/2024 00:00,0.54,0.0
01/16/2024 01:00,0.53,0.0
01/16/2024 02:00,0.52,0.0
01/16/2024 03:00,0.47,0.0
01/16/2024 04:00,0.45,0.0
01/16/2024 05:00,0.64,0.0
01/16/2024 06:00,0.45,0.0
01/16/2024 07:00,0.62,0.26
01/16/2024 08:00,0.33,0.5
01/16/2024 09:00,0.42,0.71
01/16/2024 10:00,0.25,0.87
01/16/2024 11:00,0.54,0.97
01/16/2024 12:00,0.4,1.0
01/16/2024 13:00,0.44,0.97
01/16/2024 14:00,0.5,0.87
01/16/2024 15:00,0.46,0.71
01/16/2024 16:00,0.32,0.5
01/16/2024 17:00,0.57,0.26
01/16/2024 18:00,0.6,0.0
01/16/2024 19:00,0.45,0.0
01/16/2024 20:00,0.61,0.0
01/16/2024 21:00,0.51,0.0
01/16/2024 22:00,0.4,0.0
01/16/2024 23:00,0.52,0.0
01/17/2024 00:00,0.5,0.0
01/17/2024 01:00,0.63,0.0
01/17/2024 02:00,0.35,0.0
01/17/2024 03:00,0.28,0.0
01/17/2024 04:00,0.52,0.0
01/17/2024 05:00,0.35,0.0
01/17/2024 06:00,0.49,0.0
01/17/2024 07:00,0.53,0.26
01/17/2024 08:00,0.57,0.5
01/17/2024 09:00,0.55,0.71
01/17/2024 10:00,0.57,0.87
01/17/2024 11:00,0.44,0.97
01/17/2024 12:00,0.44,1.0
01/17/2024 13:00,0.42,0.97
01/17/2024 14:00,0.6,0.87
01/17/2024 15:00,0.65,0.71
01/17/2024 16:00,0.34,0.5
01/17/2024 17:00,0.56,0.26
01/17/2024 18:00,0.45,0.0
01/17/2024 19:00,0.41,0.0
01/17/2024 20:00,0.4,0.0
01/17/2024 21:00,0.4,0.0
01/17/2024 22:00,0.45,0.0
01/17/2024 23:00,0.38,0.0
01/18/2024 00:00,0.32,0.0
01/18/2024 01:00,0.31,0.0
01/18/2024 02:00,0.35,0.0
01/18/2024 03:00,0.55,0.0
01/18/2024 04:00,0.46,0.0
01/18/2024 05:00,0.57,0.0
01/18/2024 06:00,0.34,0.0
01/18/2024 07:00,0.39,0.26
01/18/2024 08:00,0.52,0.5
01/18/2024 09:00,0.55,0.71
01/18/2024 10:00,0.45,0.87
01/18/2024 11:00,0.44,0.97
01/18/2024 12:00,0.56,1.0
01/18/2024 13:00,0.37,0.97
01/18/2024 14:00,0.48,0.87
01/18/2024 15:00,0.32,0.71
01/18/2024 16:00,0.35,0.5
01/18/2024 17:00,0.49,0.26
01/18/2024 18:00,0.38,0.0
01/18/2024 19:00,0.42,0.0
01/18/2024 20:00,0.53,0.0
01/18/2024 21:00,0.54,0.0
01/18/2024 22:00,0.44,0.0
01/18/2024 23:00,0.63,0.0
01/19/2024 00:00,0.61,0.0
01/19/2024 01:00,0.44,0.0
01/19/2024 02:00,0.62,0.0
01/19/2024 03:00,0.26,0.0
01/19/2024 04:00,0.44,0.0
01/19/2024 05:00,0.54,0.0
01/19/2024 06:00,0.34,0.0
01/19/2024 07:00,0.4,0.26
01/19/2024 08:00,0.57,0.5
01/19/2024 09:00,0.42,0.71
01/19/2024 10:00,0.49,0.87
01/19/2024 11:00,0.3,0.97
01/19/2024 12:00,0.49,1.0
01/19/2024 13:00,0.33,0.97
01/19/2024 14:00,0.53,0.87
01/19/2024 15:00,0.55,0.71
01/19/2024 16:00,0.57,0.5
01/19/2024 17:00,0.5,0.26
01/19/2024 18:00,0.48,0.0
01/19/2024 19:00,0.49,0.0
01/19/2024 20:00,0.4,0.0
01/19/2024 21:00,0.54,0.0
01/19/2024 22:00,0.52,0.0
01/19/2024 23:00,0.31,0.0
01/20/2024 00:00,0.59,0.0
01/20/2024 01:00,0.48,0.0
01/20/2024 02:00,0.39,0.0
01/20/2024 03:00,0.57,0.0
01/20/2024 04:00,0.32,0.0
01/20/2024 05:00,0.46,0.0
01/20/2024 06:00,0.49,0.0
01/20/2024 07:00,0.41,0.26
01/20/2024 08:00,0.52,0.5
01/20/2024 09:00,0.55,0.71
01/20/2024 10:00,0.46,0.87
01/20/2024 11:00,0.65,0.97
01/20/2024 12:00,0.36,1.0
01/20/2024 13:00,0.35,0.97
01/20/2024 14:00,0.39,0.87
01/20/2024 15:00,0.38,0.71
01/20/2024 16:00,0.46,0.5
01/20/2024 17:00,0.39,0.26
01/20/2024 18:00,0.42,0.0
01/20/2024 19:00,0.3,0.0
01/20/2024 20:00,0.49,0.0
01/20/2024 21:00,0.55,0.0
01/20/2024 22:00,0.53,0.0
01/20/2024 23:00,0.59,0.0
01/21/2024 00:00,0.51,0.0
01/21/2024 01:00,0.5,0.0
01/21/2024 02:00,0.49,0.0
01/21/2024 03:00,0.6,0.0
01/21/2024 04:00,0.42,0.0
01/21/2024 05:00,0.33,0.0
01/21/2024 06:00,0.52,0.0
01/21/2024 07:00,0.42,0.26
01/21/2024 08:00,0.54,0.5
01/21/2024 09:00,0.57,0.71
01/21/2024 10:00,0.44,0.87
01/21/2024 11:00,0.55,0.97
01/21/2024 12:00,0.46,1.0
01/21/2024 13:00,0.32,0.97
01/21/2024 14:00,0.5,0.87
01/21/2024 15:00,0.48,0.71
01/21/2024 16:00,0.3,0.5
01/21/2024 17:00,0.41,0.26
01/21/2024 18:00,0.48,0.0
01/21/2024 19:00,0.49,0.0
01/21/2024 20:00,0.45,0.0
01/21/2024 21:00,0.35,0.0
01/21/2024 22:00,0.45,0.0
01/21/2024 23:00,0.47,0.0
01/22/2024 00:00,0.53,0.0
01/22/2024 01:00,0.45,0.0
01/22/2024 02:00,0.23,0.0
01/22/2024 03:00,0.59,0.0
01/22/2024 04:00,0.47,0.0
01/22/2024 05:00,0.51,0.0
01/22/2024 06:00,0.46,0.0
01/22/2024 07:00,0.32,0.26
01/22/2024 08:00,0.42,0.5
01/22/2024 09:00,0.7,0.71
01/22/2024 10:00,0.54,0.87
01/22/2024 11:00,0.38,0.97
01/22/2024 12:00,0.4,1.0
01/22/2024 13:00,0.33,0.97
01/22/2024 14:00,0.46,0.87
01/22/2024 15:00,0.56,0.71
01/22/2024 16:00,0.49,0.5
01/22/2024 17:00,0.3,0.26
01/22/2024 18:00,0.55,0.0
01/22/2024 19:00,0.53,0.0
01/22/2024 20:00,0.27,0.0
01/22/2024 21:00,0.35,0.0
01/22/2024 22:00,0.33,0.0
01/22/2024 23:00,0.53,0.0
01/23/2024 00:00,0.59,0.0
01/23/2024 01:00,0.43,0.0
01/23/2024 02:00,0.47,0.0
01/23/2024 03:00,0.36,0.0
01/23/2024 04:00,0.38,0.0
01/23/2024 05:00,0.48,0.0
01/23/2024 06:00,0.42,0.0
01/23/2024 07:00,0.42,0.26
01/23/2024 08:00,0.58,0.5
01/23/2024 09:00,0.36,0.71
01/23/2024 10:00,0.64,0.87
01/23/2024 11:00,0.4,0.97
01/23/2024 12:00,0.45,1.0
01/23/2024 13:00,0.41,0.97
01/23/2024 14:00,0.33,0.87
01/23/2024 15:00,0.4,0.71
01/23/2024 16:00,0.37,0.5
01/23/2024 17:00,0.58,0.26
01/23/2024 18:00,0.37,0.0
01/23/2024 19:00,0.6,0.0
01/23/2024 20:00,0.4,0.0
01/23/2024 21:00,0.57,0.0
01/23/2024 22:00,0.28,0.0
01/23/2024 23:00,0.8,0.0
01/24/2024 00:00,0.42,0.0
01/24/2024 01:00,0.34,0.0
01/24/2024 02:00,0.5,0.0
01/24/2024 03:00,0.44,0.0
01/24/2024 04:00,0.34,0.0
01/24/2024 05:00,0.65,0.0
01/24/2024 06:00,0.52,0.0
01/24/2024 07:00,0.38,0.26
01/24/2024 08:00,0.41,0.5
01/24/2024 09:00,0.57,0.71
01/24/2024 10:00,0.43,0.87
01/24/2024 11:00,0.31,0.97
01/24/2024 12:00,0.26,1.0
01/24/2024 13:00,0.52,0.97
01/24/2024 14:00,0.43,0.87
01/24/2024 15:00,0.45,0.71
01/24/2024 16:00,0.34,0.5
01/24/2024 17:00,0.51,0.26
01/24/2024 18:00,0.57,0.0
01/24/2024 19:00,0.58,0.0
01/24/2024 20:00,0.36,0.0
01/24/2024 21:00,0.54,0.0
01/24/2024 22:00,0.39,0.0
01/24/2024 23:00,0.46,0.0
01/25/2024 00:00,0.5,0.0
01/25/2024 01:00,0.54,0.0
01/25/2024 02:00,0.32,0.0
01/25/2024 03:00,0.58,0.0
01/25/2024 04:00,0.34,0.0
01/25/2024 05:00,0.32,0.0
01/25/2024 06:00,0.52,0.0
01/25/2024 07:00,0.42,0.26
01/25/2024 08:00,0.5,0.5
01/25/2024 09:00,0.34,0.71
01/25/2024 10:00,0.48,0.87
01/25/2024 11:00,0.35,0.97
01/25/2024 12:00,0.42,1.0
01/25/2024 13:00,0.43,0.97
01/25/2024 14:00,0.45,0.87
01/25/2024 15:00,0.55,0.71
01/25/2024 16:00,0.38,0.5
01/25/2024 17:00,0.5,0.26
01/25/2024 18:00,0.53,0.0
01/25/2024 19:00,0.47,0.0
